DMR_ID;CA;ECO;T_DEM_LIB_CLIENT;DATE_DECISION;RESULTAT_SIMPLIFIE;SUITE_DONNEE_SIMPLIFIEE
18948159;8343,475;47677;TJ;20-07-2021;NEGATIF;Pas Appel
18950325;15716,2;78581;CMRA;19-02-2021;POSITIF;Pas Appel
18951065;5,4;30;CARSAT;20-04-2021;POSITIF;Pas Appel
18951455;10871;31060;CA Médical;02-12-2021;POSITIF;Pas Appel
18951891;4240,6;21203;CA Médical;03-06-2021;NEGATIF;Pas Appel
18952253;14199,7438;64544,29;CARSAT;16-04-2021;POSITIF;Pas Appel
18952754;7993,4;39967;CRA;22-07-2022;NEGATIF;Pas Appel
18953328;7680;48000;TJ;14-06-2022;NEGATIF;Pas Appel
18953338;2046,4;12790;TJ;21-02-2022;NEGATIF;Pas Appel
18953454;0;0;TJ;16-07-2021;NEGATIF;Pas Appel
18954206;10365,41;45067;CMRA;23-03-2021;NEGATIF;Pas Appel
18954512;10762,4;48920;TJ;02-09-2021;NEGATIF;Pas Appel
18954565;8252,64;37512;TJ;04-10-2021;NEGATIF;Pas Appel
18955206;16184;46240;TJ;09-02-2021;NEGATIF;Pas Appel
18956695;0;0;CMRA;05-02-2021;NEGATIF;Pas Appel
18957003;12286,575;70209;TJ Médical;20-05-2022;NEGATIF;Appel
18961106;9000;45000;TJ Médical;13-12-2021;POSITIF;Pas Appel
18961221;22922,76;109156;CA Médical;31-05-2022;NEGATIF;Pas Appel
18961343;4500;15000;TJ Médical;26-11-2021;POSITIF;Pas Appel
18963555;14550,08;90938;TJ Médical;07-04-2021;POSITIF;Pas Appel
18963676;21196,35;60561;TJ Médical;03-05-2021;NEGATIF;Pas Appel
18964038;36829,727;167407,85;CARSAT;18-01-2021;POSITIF;Pas Appel
18964716;13090,8;43636;TJ;20-09-2021;POSITIF;Pas Appel
18964910;20074;80296;TJ Médical;12-02-2021;POSITIF;Pas Appel
18965325;17309,4;57698;TJ Médical;15-03-2022;NEGATIF;Pas Appel
18965892;180131,4;900657;TJ;06-04-2022;NEGATIF;Pas Appel
18966873;4496,04;24978;CRA;16-04-2021;POSITIF;Pas Appel
18966908;15891,25;63565;TJ Médical;23-04-2021;POSITIF;Pas Appel
18967438;0;0;CA Médical;19-11-2021;NEGATIF;Pas Appel
18968369;9242,688;46213,44;CMRA;01-01-2021;POSITIF;Pas Appel
18968525;8776,29;46191;TJ;14-03-2022;POSITIF;Pas Appel
18968603;18420,75;73683;TJ Médical;30-05-2022;NEGATIF;Pas Appel
18969451;306,8928;1704,96;CARSAT;11-02-2021;POSITIF;Pas Appel
18969800;25834,68;95684;CA;08-06-2021;NEGATIF;Pas Appel
18970976;1860,0218;13285,87;CARSAT;28-02-2022;POSITIF;Pas Appel
18971589;5686,75;24725;TJ Médical;31-08-2021;POSITIF;Pas Appel
18972938;8916,24;55726,5;TJ;10-12-2021;POSITIF;Pas Appel
18973933;22500;90000;CMRA;27-07-2021;NEGATIF;Pas Appel
18973975;0;0;CMRA;02-02-2021;NEGATIF;Pas Appel
18974008;0;0;CA;25-03-2022;NEGATIF;Pas Appel
18974015;0;0;CMRA;26-03-2021;NEGATIF;Pas Appel
18974928;15297,39;56657;TJ;03-06-2021;NEGATIF;Pas Appel
18975376;0;0;CA Médical;31-05-2022;POSITIF;Pas Appel
18980620;61907;247628;CA Médical;07-01-2021;POSITIF;Pas Appel
18980642;0;0;CARSAT;20-04-2021;NEGATIF;Pas Appel
18981657;4140,75;16563;TJ Médical;15-09-2021;POSITIF;Pas Appel
18982264;10097,25;40389;TJ;24-08-2021;NEGATIF;Pas Appel
18983247;16961,23;58487;CA Médical;03-06-2021;POSITIF;Pas Appel
18983794;5450,37;32061;CMRA;25-05-2022;NEGATIF;Pas Appel
18983850;120;300;CRA;15-02-2021;POSITIF;Pas Appel
18984716;24412,5;81375;CA Médical;28-06-2022;POSITIF;Pas Appel
18984788;28455,9;94853;CA Médical;31-03-2022;NEGATIF;Pas Appel
18984801;0;0;TJ Médical;12-04-2021;POSITIF;Pas Appel
18986204;;;CMRA;08-04-2021;NEGATIF;Pas Appel
18987136;12851,02;49427;TJ;15-12-2021;POSITIF;Pas Appel
18987926;8413,74;31162;TJ;03-05-2021;POSITIF;Pas Appel
18987965;6960,06;25778;TJ;03-05-2021;POSITIF;Pas Appel
18988666;7285,92;16944;TJ;25-04-2022;NEGATIF;Pas Appel
18988859;21982,38;104678;CA Médical;26-11-2021;POSITIF;Pas Appel
18989260;2693,4;8978;TJ;19-02-2021;POSITIF;Pas Appel
18990073;53170,73;312769;TJ;14-12-2021;POSITIF;Pas Appel
18990474;10982,4;36608;TJ Médical;15-06-2021;NEGATIF;Pas Appel
18990787;12685,8336;79286,46;CA Médical;28-06-2021;POSITIF;Pas Appel
18991969;7831,775;44753;CRA;26-11-2021;POSITIF;Pas Appel
18992498;0;0;CMRA;05-05-2021;POSITIF;Pas Appel
18992745;17839,5;59465;TJ;28-01-2021;NEGATIF;Pas Appel
18992870;10020,75;40083;TJ;31-08-2021;NEGATIF;Pas Appel
18993140;13920;46400;CA;17-02-2021;NEGATIF;Pas Appel
18993782;26837,4;89458;TJ Médical;02-06-2022;POSITIF;Pas Appel
18993889;;;TJ;01-07-2021;NEGATIF;Pas Appel
18994949;3140,3;62806;TJ Médical;17-01-2022;NEGATIF;Pas Appel
18995201;10350;45000;CA Médical;03-02-2022;NEGATIF;Pas Appel
18995487;5171,23;30419;TJ;02-11-2021;POSITIF;Pas Appel
18995527;5908,01;34753;TJ;09-09-2021;NEGATIF;Pas Appel
18995861;17850;51000;TJ;09-11-2021;POSITIF;Pas Appel
18996009;0;0;TJ;26-04-2021;NEGATIF;Pas Appel
18996436;28238,4;94128;TJ Médical;09-03-2022;NEGATIF;Pas Appel
19003220;7767,1;33770;CMRA;08-04-2021;POSITIF;Pas Appel
19006616;1050;3000;TJ;17-01-2022;POSITIF;Pas Appel
19008028;71256,6;158348;CARSAT;24-04-2021;POSITIF;Pas Appel
19008252;13838,76;76882;CMRA;23-02-2021;POSITIF;Pas Appel
19009379;3884,24;16888;TJ;25-01-2022;NEGATIF;Pas Appel
19012409;26748,05;76423;CA Médical;30-06-2022;NEGATIF;Pas Appel
19013540;20304,55;58013;TJ;20-05-2021;POSITIF;Pas Appel
19015011;10621,38;50578;TJ Médical;12-05-2021;NEGATIF;Pas Appel
19015151;42040,62;155706;TJ Médical;25-03-2022;NEGATIF;Pas Appel
19015759;13177,7118;59898,69;CARSAT;05-03-2021;POSITIF;Pas Appel
19016340;42882,62;194921;CARSAT;10-03-2021;POSITIF;Pas Appel
19016474;9559,68;29874;TJ;05-11-2021;NEGATIF;Pas Appel
19016578;19600,1377;85217,99;TJ Médical;22-03-2021;POSITIF;Pas Appel
19016845;34800;87000;TJ Médical;09-10-2021;POSITIF;Pas Appel
19017686;6352;39700;TJ;24-01-2022;NEGATIF;Pas Appel
19022007;13938,4;39824;CARSAT;02-04-2021;NEGATIF;Pas Appel
19022023;6576,48;41103;TJ;03-06-2021;NEGATIF;Pas Appel
19022097;34,8018;158,19;CARSAT;18-01-2021;POSITIF;Pas Appel
19022125;8207,4982;37306,81;CARSAT;18-01-2021;POSITIF;Pas Appel
19022430;0;0;CARSAT;12-04-2021;NEGATIF;Pas Appel
19023075;0;0;CMRA;25-02-2022;POSITIF;Pas Appel
19023209;35644,84;162022;CA;18-10-2021;NEGATIF;Pas Appel
19023991;20159,75;80639;TJ Médical;23-03-2022;POSITIF;Pas Appel
19024186;6347,74;45341;TJ;08-02-2022;NEGATIF;Pas Appel
19024339;20300,56;72502;CMRA;09-04-2021;POSITIF;Pas Appel
19024428;4407,2;31480;TJ;03-01-2022;POSITIF;Pas Appel
19025013;6909,98;49357;TJ;04-04-2022;POSITIF;Pas Appel
19025066;8804,7;48915;TJ;24-03-2021;POSITIF;Pas Appel
19025593;7611,24;29274;TJ;30-04-2021;POSITIF;Pas Appel
19025823;15000;60000;CMRA;05-01-2021;NEGATIF;Pas Appel
19026603;6184,29;29449;CMRA;15-11-2021;POSITIF;Pas Appel
19028924;8813,56;31477;TJ Médical;14-06-2022;POSITIF;Pas Appel
19030071;11498,96;52268;TJ;30-04-2021;NEGATIF;Pas Appel
19031256;17860;94000;CA Médical;24-06-2022;POSITIF;Pas Appel
19031824;5137,92;28544;TJ;16-04-2021;NEGATIF;Pas Appel
19031901;5137,92;28544;TJ;29-10-2021;POSITIF;Pas Appel
19032084;11383,85;59915;CMRA;04-03-2021;POSITIF;Pas Appel
19032905;6622,2;33111;TJ;09-08-2021;NEGATIF;Pas Appel
19033212;165,42;919;CRA;27-05-2021;NEGATIF;Pas Appel
19033470;11933,1;66295;TJ Médical;12-04-2021;POSITIF;Pas Appel
19033499;12600;45000;TJ;31-05-2022;NEGATIF;Pas Appel
19034049;6975,28;26828;CA;18-05-2021;POSITIF;Pas Appel
19035272;58690,8;167688;TJ Médical;15-01-2021;POSITIF;Pas Appel
19035847;14850;59400;TJ;11-02-2022;POSITIF;Pas Appel
19036701;9111,08;41414;CA;05-07-2022;NEGATIF;Pas Appel
19036802;270906,8756;934161,64;CARSAT;18-02-2021;POSITIF;Pas Appel
19037827;32912,6;94036;CA Médical;16-06-2022;NEGATIF;Pas Appel
19038111;7157,34;39763;CARSAT;06-04-2021;NEGATIF;Pas Appel
19038444;7732,2;38661;TJ;06-05-2021;NEGATIF;Pas Appel
19039859;;;TJ Médical;11-03-2021;NEGATIF;Pas Appel
19039875;30858,219;102860,73;TJ Médical;11-03-2021;POSITIF;Pas Appel
19039939;10721,4;35738;TJ;15-02-2021;POSITIF;Pas Appel
19040893;6260,54;28457;TJ Médical;24-11-2021;NEGATIF;Pas Appel
19041282;13380,36;78708;CMRA;02-03-2022;POSITIF;Pas Appel
19042642;13437,9;44793;TJ;30-03-2022;NEGATIF;Pas Appel
19043130;49391;98782;CRA;03-05-2022;POSITIF;Pas Appel
19043729;39980,25;159921;TJ Médical;23-06-2021;NEGATIF;Pas Appel
19044101;6825,02;29674;CMRA;12-03-2021;POSITIF;Pas Appel
19044743;16113,624;53712,08;TJ;18-01-2022;POSITIF;Pas Appel
19044996;6835,14;37973;TJ;09-03-2022;POSITIF;Pas Appel
19045045;16828,02;76491;CMRA;20-05-2021;POSITIF;Pas Appel
19045204;9281,6;46408;TJ Médical;29-04-2022;POSITIF;Pas Appel
19047019;6701,44;41884;TJ;13-09-2021;NEGATIF;Pas Appel
19048382;25738,8;85796;TJ Médical;16-06-2021;NEGATIF;Pas Appel
19048597;2306,988;12816,6;TJ;08-07-2021;POSITIF;Pas Appel
19048719;;;TJ Médical;19-01-2022;NEGATIF;Pas Appel
19049233;1800;12000;CMRA;22-02-2021;NEGATIF;Pas Appel
19050887;10701,75;42807;TJ;22-03-2021;POSITIF;Pas Appel
19051730;1554,3126;8635,07;TJ;27-01-2021;POSITIF;Pas Appel
19051765;20076,75;80307;CMRA;09-04-2021;POSITIF;Pas Appel
19051910;46838,4;156128;TJ Médical;15-06-2021;POSITIF;Pas Appel
19051969;4327,86;25458;CRA;08-03-2021;NEGATIF;Pas Appel
19052631;9062,23;29233;CA Médical;14-10-2021;NEGATIF;Pas Appel
19053433;52553,1;175177;CCASS;25-11-2021;NEGATIF;Pas Appel
19053970;2454,3126;13635,07;CRA;25-01-2021;POSITIF;Pas Appel
19054152;10177,775;55015;TJ;05-01-2022;NEGATIF;Pas Appel
19054250;9493,7721;41277,27;CCASS;08-07-2021;POSITIF;Pas Appel
19054577;7009,71;30477;TJ;04-03-2022;NEGATIF;Pas Appel
19055042;0;0;CA Médical;04-03-2021;POSITIF;Pas Appel
19055568;12825,78;58299;TJ;08-02-2022;NEGATIF;Pas Appel
19055617;128421,884;642109,42;TJ;08-02-2021;POSITIF;Pas Appel
19056101;12892,2;42974;TJ Médical;05-07-2021;NEGATIF;Pas Appel
19056720;;;CA Tarification;12-01-2021;POSITIF;Pas Appel
19057594;14362,6;71813;CMRA;25-02-2021;NEGATIF;Pas Appel
19057824;19722,25;78889;CA;29-06-2022;NEGATIF;Pas Appel
19058361;37914,0372;140422,36;CARSAT;21-06-2021;POSITIF;Pas Appel
19059447;22500;75000;CMRA;16-03-2021;NEGATIF;Pas Appel
19059565;12608,424;78802,65;TJ Médical;21-10-2021;POSITIF;Pas Appel
19059583;18823,8923;81843,01;TJ Médical;22-03-2021;POSITIF;Pas Appel
19059813;,96;6;CRA;19-07-2021;NEGATIF;Pas Appel
19060330;37608,75;150435;TJ;07-10-2021;NEGATIF;Pas Appel
19060932;26478;88260;TJ Médical;17-02-2021;NEGATIF;Pas Appel
19061155;8886,5;35546;TJ;15-04-2021;NEGATIF;Pas Appel
19061594;7855,74;43643;TJ;22-09-2021;POSITIF;Pas Appel
19061840;11997,72;52164;CA;06-07-2022;NEGATIF;Pas Appel
19062276;1800;6000;CMRA;16-03-2021;NEGATIF;Pas Appel
19064091;4460,13;16519;TJ;14-01-2021;POSITIF;Pas Appel
19065928;28181,7;93939;TJ;20-01-2022;POSITIF;Pas Appel
19066031;17467,7496;62384,82;TJ Médical;28-05-2021;POSITIF;Pas Appel
19066226;6835,14;37973;TJ;28-10-2021;POSITIF;Pas Appel
19066545;4,4;20;CARSAT;20-04-2021;POSITIF;Pas Appel
19067384;12078,24;75489;CMRA;16-03-2021;POSITIF;Pas Appel
19068030;9761,44;51376;TJ;03-05-2021;NEGATIF;Pas Appel
19068742;13289,4;44298;TJ;23-05-2022;NEGATIF;Pas Appel
19069526;26037,9;86793;TJ Médical;09-04-2021;POSITIF;Pas Appel
19069902;22609,8;75366;TJ Médical;08-09-2021;POSITIF;Pas Appel
19070185;2023;10115;TJ Médical;14-12-2021;POSITIF;Pas Appel
19071070;6365,71;27677;CMRA;02-02-2022;POSITIF;Pas Appel
19071250;12540;57000;CA;23-03-2022;NEGATIF;Pas Appel
19071388;2880;24000;TJ Médical;20-05-2022;NEGATIF;Pas Appel
19071928;15531,6;77658;TJ;01-06-2021;NEGATIF;Pas Appel
19072296;0;0;CRA;25-02-2021;NEGATIF;Pas Appel
19072627;0;0;TJ Médical;09-12-2021;POSITIF;Pas Appel
19072673;8002,4;50015;TJ;06-09-2021;NEGATIF;Pas Appel
19072874;6750,24;42189;TJ;06-09-2021;POSITIF;Pas Appel
19073192;5541,3;30785;CRA;25-02-2021;NEGATIF;Pas Appel
19073472;,69;3;CRA;19-07-2021;NEGATIF;Pas Appel
19073656;7001,76;43761;TJ;03-06-2021;NEGATIF;Pas Appel
19073662;18850,6;94253;TJ;11-01-2022;POSITIF;Pas Appel
19073790;7668,76;34858;CARSAT;20-04-2021;NEGATIF;Pas Appel
19073981;5,4;30;CARSAT;20-04-2021;POSITIF;Pas Appel
19073986;7926,93;29359;TJ Médical;02-11-2021;POSITIF;Pas Appel
19074017;145,2;660;CARSAT;16-04-2021;POSITIF;Pas Appel
19074516;7998,32;36356;TJ;12-07-2022;NEGATIF;Pas Appel
19074597;0;0;TJ Médical;16-05-2022;NEGATIF;Appel
19075149;11622,56;72641;TJ Médical;16-09-2021;POSITIF;Pas Appel
19095854;4611,42;25619;TJ;12-04-2021;POSITIF;Pas Appel
19095857;11249,92;70312;TJ Médical;16-09-2021;NEGATIF;Pas Appel
19096247;158118,288;988239,3;TJ;23-09-2021;POSITIF;Pas Appel
19096281;6756,48;42228;TJ;03-06-2021;NEGATIF;Pas Appel
19096609;7650;30600;CRA;10-11-2021;NEGATIF;Pas Appel
19096978;0;0;CRA;16-06-2022;NEGATIF;Pas Appel
19097276;32464,2885;154591,85;TJ;16-12-2021;POSITIF;Pas Appel
19097632;8600;43000;CMRA;26-03-2021;POSITIF;Pas Appel
19098312;11212,038;62289,1;TJ Médical;24-11-2021;POSITIF;Pas Appel
19099042;9655,02;53639;TJ;16-04-2021;NEGATIF;Pas Appel
19099451;7683,45;51223;TJ Médical;02-03-2022;POSITIF;Pas Appel
19099495;17402,4;43506;CRA;06-12-2021;NEGATIF;Pas Appel
19100317;12500,8;78130;CMRA;05-01-2021;NEGATIF;Pas Appel
19100880;0;0;CARSAT;20-04-2021;POSITIF;Pas Appel
19101595;12722,4;42408;TJ Médical;01-07-2021;NEGATIF;Pas Appel
19102373;34063,8;113546;TJ;23-07-2021;NEGATIF;Pas Appel
19103224;9487,6;47438;TJ;24-08-2021;POSITIF;Pas Appel
19103285;8331,2;52070;TJ Médical;19-04-2021;NEGATIF;Pas Appel
19103487;7564,7;34385;TJ;15-11-2021;POSITIF;Pas Appel
19103673;10922,8384;68267,74;TJ Médical;09-04-2021;POSITIF;Pas Appel
19103730;10164,8;63530;TJ Médical;19-04-2021;NEGATIF;Pas Appel
19103817;17979,5;71918;TJ Médical;06-04-2022;POSITIF;Pas Appel
19104105;149,16;678;CARSAT;20-04-2022;NEGATIF;Pas Appel
19104678;;;TJ;04-10-2021;POSITIF;Pas Appel
19104778;0;0;CA Tarification;12-03-2021;NEGATIF;Pas Appel
19104813;16768,188;93156,6;TJ;11-06-2021;POSITIF;Pas Appel
19104855;3348,24;11958;TJ;18-07-2022;POSITIF;Pas Appel
19104979;21661,2;120340;TJ;25-01-2021;NEGATIF;Pas Appel
19105127;6625,8;36810;TJ;28-05-2021;NEGATIF;Pas Appel
19105317;5991,8958;33288,31;TJ;12-03-2021;POSITIF;Pas Appel
19105372;10235,148;73108,2;CMRA;08-04-2021;POSITIF;Pas Appel
19105567;21661,2;120340;TJ;11-06-2021;NEGATIF;Pas Appel
19113731;9271,5;52980;TJ;26-11-2021;POSITIF;Pas Appel
19114067;6814,66;36836;TJ Médical;05-01-2022;POSITIF;Pas Appel
19114743;8753,13;51489;TJ;03-05-2022;POSITIF;Pas Appel
19115037;9141,3424;57133,39;TJ Médical;07-04-2021;POSITIF;Pas Appel
19115090;0;0;CRA;14-01-2022;NEGATIF;Pas Appel
19115837;26400;120000;TJ;25-06-2021;NEGATIF;Pas Appel
19116045;;;CRA;16-06-2022;NEGATIF;Pas Appel
19117092;24717,35;70621;TJ Médical;24-01-2022;NEGATIF;Pas Appel
19118576;0;0;CRA;01-02-2021;NEGATIF;Pas Appel
19118731;5100;25500;CMRA;17-05-2021;POSITIF;Pas Appel
19119319;7138,4;44615;TJ;09-12-2021;NEGATIF;Pas Appel
19119781;;;TJ Médical;22-01-2021;NEGATIF;Pas Appel
19122066;10234,56;36552;TJ;30-06-2021;NEGATIF;Pas Appel
19123344;8781,12;48784;TJ;24-03-2021;POSITIF;Pas Appel
19123410;7855,74;43643;TJ;08-09-2021;POSITIF;Pas Appel
19124598;36596,7;104562;CNIT Médical;08-07-2022;NEGATIF;Pas Appel
19124716;11541,525;46166,1;TJ;10-09-2021;POSITIF;Pas Appel
19124884;8071,38;44841;TJ;02-03-2021;NEGATIF;Pas Appel
19124982;6870,96;38172;TJ Médical;08-09-2021;POSITIF;Pas Appel
19126265;29293,425;167391;CMRA;25-05-2021;NEGATIF;Pas Appel
19126328;10112,48;63203;TJ;07-03-2022;POSITIF;Pas Appel
19127012;14211,7;61790;TJ;14-03-2022;NEGATIF;Pas Appel
19127295;5214,3;34762;CRA;23-06-2021;NEGATIF;Pas Appel
19127463;14463,72;80354;TJ;27-04-2021;NEGATIF;Pas Appel
19127581;119128,32;661824;TJ;08-02-2021;POSITIF;Pas Appel
19128489;85262,1;387555;TJ Médical;28-03-2022;NEGATIF;Pas Appel
19128593;7947;26490;TJ;09-02-2021;POSITIF;Pas Appel
19130484;16113,8;80569;TJ Médical;13-07-2021;POSITIF;Pas Appel
19130989;15753,272;78766,36;TJ Médical;15-01-2021;POSITIF;Pas Appel
19132150;16447,9104;102799,44;TJ;05-11-2021;POSITIF;Pas Appel
19132873;8337,6;41688;TJ;04-01-2021;NEGATIF;Pas Appel
19132888;2617,2;13086;TJ;21-05-2021;NEGATIF;Pas Appel
19132992;0;0;TJ;07-02-2022;NEGATIF;Pas Appel
19133335;;;TJ;30-04-2021;NEGATIF;Pas Appel
19133504;8273,7;45965;TJ Médical;15-03-2021;POSITIF;Pas Appel
19134085;8125;32500;TJ;22-04-2021;NEGATIF;Pas Appel
19134509;13123,1682;72906,49;TJ Médical;08-10-2021;POSITIF;Pas Appel
19134808;0;0;TJ;18-07-2022;POSITIF;Pas Appel
19135501;12000;40000;TJ Médical;29-03-2022;POSITIF;Pas Appel
19136857;11125,17;52977;CRA;09-09-2021;NEGATIF;Pas Appel
19137078;42429;212145;CA;10-11-2021;POSITIF;Pas Appel
19137127;0;0;CARSAT;10-05-2022;NEGATIF;Pas Appel
19137381;6236,62;23987;CARSAT;16-03-2021;NEGATIF;Pas Appel
19138457;0;0;CMRA;13-06-2022;NEGATIF;Pas Appel
19138709;17910,4;111940;CRA;02-02-2021;POSITIF;Pas Appel
19139007;6460,3;18458;TJ;04-03-2021;POSITIF;Pas Appel
19139414;11795,6;58978;CMRA;25-03-2021;NEGATIF;Pas Appel
19141009;4702,95;13437;TJ;30-06-2021;NEGATIF;Pas Appel
19141339;6647;26588;TJ;26-01-2021;NEGATIF;Pas Appel
19142128;18309,7549;79607,63;TJ Médical;22-11-2021;POSITIF;Pas Appel
19142161;13597,36;48562;TJ;06-10-2021;NEGATIF;Pas Appel
19143459;5158,5;20634;TJ;26-01-2021;NEGATIF;Pas Appel
19143659;19260;107000;TJ Médical;08-10-2021;POSITIF;Pas Appel
19144427;13549,41;50183;TJ;09-04-2021;NEGATIF;Pas Appel
19153878;23350,25;93401;TJ Médical;15-09-2021;POSITIF;Pas Appel
19154568;110498,499;613880,55;TJ;16-03-2021;POSITIF;Pas Appel
19154830;14497,2;80540;TJ;18-01-2021;NEGATIF;Pas Appel
19155032;16872,57;73359;TJ;14-03-2022;POSITIF;Pas Appel
19155075;9606,8;48034;CMRA;09-04-2021;NEGATIF;Pas Appel
19155149;12840,96;80256;CMRA;10-11-2021;NEGATIF;Pas Appel
19155905;0;0;TJ Médical;08-03-2021;NEGATIF;Pas Appel
19156016;25890,66;143837;TJ Médical;07-04-2021;POSITIF;Pas Appel
19156034;19776,32;123602;TJ Médical;12-04-2021;NEGATIF;Pas Appel
19156326;6112,03;33038;TJ;15-02-2022;POSITIF;Pas Appel
19156535;5607,3474;31151,93;TJ;26-08-2021;POSITIF;Pas Appel
19156682;22657,8594;102990,27;TJ;12-10-2021;POSITIF;Pas Appel
19156781;2554,44;12164;TJ;31-08-2021;NEGATIF;Pas Appel
19156837;5642,13;24531;TJ;17-09-2021;POSITIF;Pas Appel
19156865;56005;243500;TJ;24-11-2021;NEGATIF;Pas Appel
19157698;17280;57600;TJ;05-05-2021;NEGATIF;Pas Appel
19157789;14158,548;47195,16;TJ;04-10-2021;POSITIF;Pas Appel
19157929;27650;79000;CMRA;01-01-2021;NEGATIF;Pas Appel
19158560;135033,2576;794313,28;TJ;09-09-2021;POSITIF;Pas Appel
19158703;10994,48;39266;TJ;30-04-2021;NEGATIF;Pas Appel
19158715;20453,0958;113628,31;TJ;10-02-2021;POSITIF;Pas Appel
19158992;13375,26;74307;TJ Médical;22-06-2022;POSITIF;Pas Appel
19159031;7241,63125;41380,75;CMRA;09-02-2021;POSITIF;Pas Appel
19159173;3426;17130;CA Tarification;29-01-2021;NEGATIF;Pas Appel
19159959;19289,502;107163,9;TJ;11-10-2021;POSITIF;Pas Appel
19160690;11180,8;55904;TJ;08-06-2022;NEGATIF;Pas Appel
19160832;6142,75;24571;TJ;28-05-2021;POSITIF;Pas Appel
19164038;10500;30000;TJ Médical;05-02-2021;NEGATIF;Pas Appel
19164344;26418,9;88063;CMRA;07-01-2021;NEGATIF;Pas Appel
19164415;;;CRA;28-01-2021;NEGATIF;Pas Appel
19165754;13269,9;88466;CARSAT;16-04-2021;NEGATIF;Pas Appel
19169160;259902,5;1039610;TJ;29-09-2021;POSITIF;Pas Appel
19169176;26122,2;87074;CMRA;27-07-2021;NEGATIF;Pas Appel
19169676;22767,48;126486;CRA;16-12-2021;POSITIF;Pas Appel
19170613;17480,6;87403;CA Médical;29-04-2022;NEGATIF;Pas Appel
19172096;3683;18415;CMRA;19-03-2021;NEGATIF;Pas Appel
19172269;12814,08;80088;TJ Médical;18-10-2021;POSITIF;Pas Appel
19172548;34163,14;155287;TJ Médical;12-01-2022;POSITIF;Pas Appel
19172858;2333,1;7777;CA Médical;19-05-2022;POSITIF;Pas Appel
19173033;18000;90000;CMRA;15-07-2021;NEGATIF;Pas Appel
19173165;18505,2;52872;CRA;17-06-2021;NEGATIF;Pas Appel
19174487;19200,2;96001;CRA;26-06-2021;NEGATIF;Pas Appel
19175202;5890,14;32723;TJ;16-05-2022;POSITIF;Pas Appel
19175617;10590,8;48140;TJ Médical;18-11-2021;NEGATIF;Pas Appel
19175638;;;TJ Médical;23-04-2021;POSITIF;Pas Appel
19177784;23385,56;106298;CMRA;25-03-2021;NEGATIF;Pas Appel
19177986;0;0;CMRA;04-01-2021;POSITIF;Pas Appel
19178962;15244,775;87113;CA Médical;14-10-2021;NEGATIF;Pas Appel
19179819;24300;81000;TJ Médical;10-06-2021;POSITIF;Pas Appel
19179920;7711,6;38558;TJ;25-05-2021;POSITIF;Pas Appel
19184647;7749,6;38748;TJ;08-02-2022;NEGATIF;Pas Appel
19184914;18383,0816;57447,13;CMRA;24-06-2021;POSITIF;Pas Appel
19187608;;;CMRA;24-11-2021;NEGATIF;Pas Appel
19188145;6936,444;38535,8;TJ;29-03-2021;POSITIF;Pas Appel
19188255;23990,35;126265;TJ;17-12-2021;POSITIF;Pas Appel
19188305;20267,8;101339;TJ;04-01-2022;POSITIF;Pas Appel
19188635;9347,6;46738;CRA;01-01-2022;NEGATIF;Pas Appel
19190232;2015,52;12597;TJ;06-09-2021;NEGATIF;Pas Appel
19190649;40966;163864;TJ Médical;26-01-2021;NEGATIF;Pas Appel
19191907;5730,25;22921;TJ;13-06-2022;NEGATIF;Pas Appel
19192115;8533,175;48761;CARSAT;03-05-2022;POSITIF;Pas Appel
19193567;10127,88;48228;TJ;06-10-2021;POSITIF;Pas Appel
19194366;5869,8;29349;TJ;03-06-2021;NEGATIF;Pas Appel
19194526;6701,5;51550;CMRA;24-03-2021;NEGATIF;Pas Appel
19194598;4566,27;24033;TJ;07-06-2021;NEGATIF;Pas Appel
19194936;6021,75;24087;TJ;25-08-2021;NEGATIF;Pas Appel
19195054;13392,6;66963;CMRA;01-07-2021;NEGATIF;Pas Appel
19195149;27040,5;90135;TJ Médical;03-02-2021;POSITIF;Pas Appel
19195297;16745,05;47843;TJ Médical;10-05-2021;POSITIF;Pas Appel
19196048;5864,16;36651;CMRA;19-05-2021;NEGATIF;Pas Appel
19196401;31417,75;125671;TJ;29-03-2022;POSITIF;Pas Appel
19198731;;;TJ;14-12-2021;POSITIF;Pas Appel
19198843;;;TJ;20-05-2022;POSITIF;Pas Appel
19199374;12112,98;55059;TJ;07-02-2022;POSITIF;Pas Appel
19199423;26528,25;75795;TJ Médical;06-07-2021;NEGATIF;Appel
19199438;10853,25;43413;TJ;02-11-2021;POSITIF;Pas Appel
19199671;5400;18000;CMRA;04-01-2021;NEGATIF;Pas Appel
19200393;0;0;TJ;24-03-2021;POSITIF;Pas Appel
19200893;3653,2947;15883,89;TJ;04-05-2021;POSITIF;Pas Appel
19201375;9567,6;31892;TJ;06-12-2021;NEGATIF;Pas Appel
19201978;24459,47;84343;CMRA;11-02-2021;NEGATIF;Pas Appel
19202228;24824,8;88660;CMRA;15-01-2021;POSITIF;Pas Appel
19202262;23371,04;83468;CMRA;19-01-2021;POSITIF;Pas Appel
19202390;43455;144850;CNIT Médical;05-05-2022;POSITIF;Pas Appel
19202423;3070,9;8774;TJ Médical;25-05-2022;NEGATIF;Pas Appel
19203267;5776,96;36106;TJ;15-03-2022;POSITIF;Pas Appel
19204022;14939,7;49799;TJ;14-06-2021;POSITIF;Pas Appel
